Date,Open,High,Low,Close,Adj Close,Volume
2017-05-05,79.449997,79.639999,79.139999,79.629997,70.768143,3653900
2017-05-08,79.699997,79.820000,79.360001,79.459999,70.617050,2776600
2017-05-09,79.379997,79.830002,79.269997,79.449997,70.608170,4433900
2017-05-10,79.980003,80.669998,79.769997,80.489998,71.532417,5180400
2017-05-11,80.199997,80.680000,79.650002,80.400002,71.452454,3168400
2017-05-12,80.769997,80.769997,80.279999,80.690002,71.710190,2648900
2017-05-15,80.650002,81.620003,80.459999,81.550003,72.474464,3596100
2017-05-16,81.879997,82.320000,81.449997,82.269997,73.114342,3918500
2017-05-17,81.540001,82.059998,78.610001,78.680000,69.923874,6401800
2017-05-18,78.919998,79.690002,78.419998,79.230003,70.412666,4930900
2017-05-19,79.389999,81.040001,79.300003,80.300003,71.363579,7506600
2017-05-22,80.480003,80.930000,80.050003,80.370003,71.425804,3672100
2017-05-23,80.500000,80.550003,79.449997,79.690002,70.821465,3683700
2017-05-24,80.300003,80.300003,79.739998,80.050003,71.141403,3671500
2017-05-25,80.489998,80.989998,79.980003,80.790001,71.799057,3226100
2017-05-26,80.860001,81.180000,80.320000,81.120003,72.092316,2812200
2017-05-30,81.000000,82.199997,81.000000,81.970001,72.847725,3258100
2017-05-31,82.199997,83.239998,82.180000,82.489998,73.309845,6503900
2017-06-01,82.610001,82.860001,81.220001,81.489998,72.421143,4320100
2017-06-02,81.959999,81.970001,80.860001,81.629997,72.545570,4725900
2017-06-05,81.660004,82.379997,81.660004,81.889999,72.776627,2589900
2017-06-06,81.650002,82.879997,81.510002,82.220001,73.069908,3279300
2017-06-07,82.800003,83.430000,82.290001,82.889999,73.665337,3763000
2017-06-08,83.199997,84.360001,82.620003,84.339996,74.953964,4410200
2017-06-09,84.230003,84.650002,79.940002,80.900002,71.896790,6815700
2017-06-12,79.820000,81.320000,79.669998,81.050003,72.030121,6746200
2017-06-13,81.410004,81.800003,80.599998,80.989998,71.976784,4324800
2017-06-14,81.260002,81.489998,79.440002,80.160004,71.239143,3944200
2017-06-15,79.349998,80.400002,79.220001,80.080002,71.168060,3061900
2017-06-16,79.849998,80.230003,79.019997,79.699997,70.830345,6246800
2017-06-19,80.370003,81.449997,80.279999,81.419998,72.358925,3569100
2017-06-20,81.160004,81.230003,79.540001,79.570000,70.714821,3831300
2017-06-21,79.699997,79.919998,79.230003,79.669998,70.803688,4318600
2017-06-22,79.949997,80.050003,78.949997,79.050003,70.252686,3327400
2017-06-23,79.059998,80.019997,78.639999,79.580002,70.723717,4052600
2017-06-26,80.040001,80.089996,78.239998,78.309998,69.595047,4913100
2017-06-27,78.000000,78.269997,76.940002,76.949997,68.386391,5797000
2017-06-28,77.610001,78.209999,76.949997,78.059998,69.372856,6362100
2017-06-29,77.500000,77.930000,75.919998,76.900002,68.341957,6644600
2017-06-30,77.690002,77.690002,76.610001,76.930000,68.368614,4696100
2017-07-03,77.449997,77.639999,76.400002,76.410004,67.906479,3494200
2017-07-05,76.629997,77.510002,76.239998,76.910004,68.350853,6680800
2017-07-06,76.190002,77.690002,76.190002,76.860001,68.306389,5047000
2017-07-07,77.309998,78.660004,77.309998,78.480003,69.746101,5342900
2017-07-10,78.430000,79.089996,77.930000,78.779999,70.012733,3611500
2017-07-11,78.779999,79.150002,78.279999,79.040001,70.243813,2729200
2017-07-12,79.459999,80.540001,79.459999,80.519997,71.559090,3891700
2017-07-13,80.410004,80.980003,80.269997,80.540001,71.576851,3372800
2017-07-14,80.949997,82.110001,80.849998,82.000000,72.874413,3654700
2017-07-17,81.820000,82.000000,81.480003,81.660004,72.572243,2972700
2017-07-18,81.500000,82.209999,81.150002,82.160004,73.016586,2773500
2017-07-19,82.489998,82.699997,81.860001,82.160004,73.016586,3133500
2017-07-20,82.199997,82.809998,81.860001,82.690002,73.487595,3766700
2017-07-21,81.459999,82.000000,81.000000,81.699997,72.607758,4597600
2017-07-24,81.860001,81.870003,80.599998,80.919998,71.914589,4350900
2017-07-25,81.050003,81.930000,80.580002,81.389999,72.332275,6439700
2017-07-26,83.000000,84.239998,81.959999,82.529999,73.345398,6983000
2017-07-27,82.129997,82.529999,80.089996,80.970001,72.397621,7152200
2017-07-28,80.419998,81.040001,80.050003,80.709999,72.165169,5228000
2017-07-31,80.830002,81.660004,80.779999,81.379997,72.764206,5954600
2017-08-01,81.599998,81.839996,81.019997,81.709999,73.059296,3366100
2017-08-02,82.010002,82.010002,80.639999,81.309998,72.701630,3179800
2017-08-03,81.300003,81.730003,80.970001,81.360001,72.746323,2748500
2017-08-04,81.629997,81.959999,81.250000,81.430000,72.808914,2325200
2017-08-07,81.440002,82.199997,81.440002,82.169998,73.470589,2827700
2017-08-08,81.989998,83.690002,81.889999,82.449997,73.720940,7184600
2017-08-09,81.970001,82.309998,81.379997,82.279999,73.568932,4274000
2017-08-10,81.800003,82.000000,80.279999,80.360001,71.852219,4469200
2017-08-11,80.580002,81.339996,80.430000,80.889999,72.326096,3426100
2017-08-14,81.480003,82.209999,81.199997,82.050003,73.363297,3788600
2017-08-15,82.070000,82.309998,81.690002,81.949997,73.273865,3750300
2017-08-16,82.419998,82.660004,81.949997,82.459999,73.729866,3291900
2017-08-17,81.949997,82.160004,80.089996,80.150002,71.664436,4151500
2017-08-18,80.089996,80.690002,79.940002,79.970001,71.503502,3626000
2017-08-21,80.139999,80.239998,79.599998,79.889999,71.431976,3347300
2017-08-22,80.339996,81.129997,80.059998,80.750000,72.200912,4359200
2017-08-23,80.239998,81.120003,80.070000,80.889999,72.326096,4109300
2017-08-24,81.160004,81.500000,80.820000,81.250000,72.647980,3511100
2017-08-25,81.580002,81.900002,80.940002,80.980003,72.406578,2627700
2017-08-28,81.440002,81.660004,80.580002,80.760002,72.209869,3088500
2017-08-29,80.080002,81.250000,80.029999,81.029999,72.451279,3729600
2017-08-30,81.209999,82.410004,81.099998,82.309998,73.595741,4522200
2017-08-31,82.440002,82.949997,82.129997,82.820000,74.051758,4411300
2017-09-01,82.739998,83.110001,82.379997,82.540001,73.801414,2665200
2017-09-05,82.320000,82.489998,81.269997,81.849998,73.184448,3691900
2017-09-06,82.239998,82.370003,81.589996,82.070000,73.381165,3682700
2017-09-07,82.449997,83.989998,81.790001,82.000000,73.318588,3599900
2017-09-08,81.980003,82.040001,81.250000,81.379997,72.764206,2505600
2017-09-11,81.900002,82.730003,81.809998,82.220001,73.515282,3916800
2017-09-12,82.339996,82.949997,82.160004,82.889999,74.114349,4596300
2017-09-13,82.839996,82.940002,82.279999,82.699997,73.944466,2626800
2017-09-14,82.400002,83.669998,82.400002,83.290001,74.472000,3503300
2017-09-15,83.139999,85.029999,82.870003,84.839996,75.857895,10333200
2017-09-18,85.000000,86.470001,84.889999,86.139999,77.020271,5593600
2017-09-19,86.370003,87.239998,85.639999,86.809998,77.619362,4036800
2017-09-20,87.000000,87.000000,84.480003,85.830002,76.743103,4922800
2017-09-21,86.019997,86.589996,85.669998,86.050003,76.939804,4863900
2017-09-22,86.589996,88.449997,86.500000,88.269997,78.924767,6440900
2017-09-25,87.650002,88.080002,86.919998,87.500000,78.236298,5625600
2017-09-26,87.989998,88.290001,87.449997,87.699997,78.415108,3121200
2017-09-27,88.480003,89.150002,87.849998,88.809998,79.407600,3806900
2017-09-28,88.440002,89.660004,88.349998,89.650002,80.158653,5332700
2017-09-29,89.769997,89.889999,89.089996,89.639999,80.149742,3283500
2017-10-02,89.879997,90.239998,89.309998,89.650002,80.158653,3280600
2017-10-03,89.650002,90.239998,89.500000,89.940002,80.417969,2374800
2017-10-04,89.900002,90.559998,89.580002,90.489998,80.909744,3933300
2017-10-05,90.550003,91.300003,90.110001,91.139999,81.490913,3241800
2017-10-06,90.739998,91.540001,90.739998,91.349998,81.678680,2335000
2017-10-09,91.610001,91.860001,91.309998,91.580002,81.884331,1749800
2017-10-10,91.970001,92.410004,91.470001,92.379997,82.599655,2810500
2017-10-11,91.989998,92.919998,91.720001,92.870003,83.037766,3161900
2017-10-12,92.879997,93.309998,92.589996,92.620003,82.814240,3537900
2017-10-13,93.089996,93.730003,92.800003,93.589996,83.681526,2674800
2017-10-16,94.209999,94.410004,93.669998,94.230003,84.253784,3111900
2017-10-17,94.169998,94.309998,93.540001,94.269997,84.289551,3248500
2017-10-18,94.260002,94.290001,93.199997,93.430000,83.538460,3532400
2017-10-19,92.970001,93.639999,92.570000,93.449997,83.556351,4164600
2017-10-20,94.050003,95.400002,94.000000,95.180000,85.103188,5272400
2017-10-23,96.000000,96.739998,95.440002,96.209999,86.024147,7292200
2017-10-24,96.300003,96.620003,95.459999,96.440002,86.229813,8061100
2017-10-25,95.000000,96.699997,94.160004,95.820000,85.675446,6967100
2017-10-26,96.440002,96.940002,95.839996,96.150002,85.970505,5556900
2017-10-27,95.940002,97.559998,95.709999,97.500000,87.177574,5725300
2017-10-30,96.680000,97.129997,95.919998,96.059998,86.439697,4922400
2017-10-31,96.279999,97.040001,96.180000,96.690002,87.006615,3770600
2017-11-01,96.970001,97.250000,95.769997,96.349998,86.700668,3873800
2017-11-02,96.250000,96.879997,95.599998,96.790001,87.096588,3292200
2017-11-03,97.000000,98.000000,96.339996,97.980003,88.167412,3346700
2017-11-06,97.820000,98.669998,97.669998,98.540001,88.671341,4391700
2017-11-07,98.550003,99.050003,98.279999,98.400002,88.545364,4314600
2017-11-08,98.309998,98.760002,97.889999,98.440002,88.581360,3265600
2017-11-09,97.599998,98.029999,95.629997,97.050003,87.330536,4239800
2017-11-10,96.669998,97.050003,96.400002,96.940002,87.231583,3416700
2017-11-13,96.400002,97.290001,96.349998,97.029999,87.312561,2284000
2017-11-14,96.699997,97.230003,96.349998,96.959999,87.249580,3252600
2017-11-15,96.620003,98.029999,96.279999,96.769997,87.078590,3355600
2017-11-16,97.070000,98.629997,97.050003,98.320000,88.473358,3564400
2017-11-17,98.559998,98.559998,97.610001,97.739998,87.951439,3788200
2017-11-20,97.809998,98.919998,97.800003,98.279999,88.437378,2953700
2017-11-21,98.750000,99.650002,98.650002,99.190002,89.256218,3998500
2017-11-22,99.150002,99.349998,98.070000,98.080002,88.257408,2142000
2017-11-24,98.199997,99.330002,98.190002,99.300003,89.355225,1288300
2017-11-27,98.949997,99.250000,98.610001,98.629997,88.752312,3166300
2017-11-28,99.089996,99.730003,98.620003,99.480003,89.517197,3037400
2017-11-29,99.730003,99.790001,96.449997,96.879997,87.177567,5562200
2017-11-30,97.379997,98.470001,96.699997,97.290001,87.546524,7591200
2017-12-01,96.540001,97.410004,94.720001,97.180000,87.447525,5020500
2017-12-04,97.540001,97.879997,95.269997,95.970001,86.358727,5183800
2017-12-05,95.980003,98.720001,95.360001,96.900002,87.195587,4898100
2017-12-06,96.250000,97.449997,95.870003,97.019997,87.303543,4675500
2017-12-07,97.320000,98.139999,96.940002,97.779999,87.987442,4848200
2017-12-08,98.919998,99.309998,97.779999,98.019997,88.203407,5591400
2017-12-11,98.070000,98.879997,97.769997,98.830002,88.932297,5579200
2017-12-12,98.699997,99.190002,98.230003,98.430000,88.572357,6083100
2017-12-13,98.970001,99.180000,98.209999,98.860001,88.959297,5282100
2017-12-14,98.959999,100.540001,98.779999,100.250000,90.210068,7106700
2017-12-15,101.279999,101.599998,100.070000,101.220001,91.082939,9114800
2017-12-18,102.099998,103.370003,101.650002,103.269997,92.927643,5927700
2017-12-19,103.190002,104.300003,103.080002,104.099998,93.674515,5235700
2017-12-20,104.900002,105.150002,103.480003,104.800003,94.304413,5529800
2017-12-21,105.160004,105.330002,104.010002,104.070000,93.647507,4709100
2017-12-22,104.000000,104.339996,103.639999,104.129997,93.701500,3041300
2017-12-26,103.580002,104.190002,103.059998,104.150002,93.719498,1473800
2017-12-27,104.419998,104.900002,103.980003,104.529999,94.061440,1775600
2017-12-28,104.919998,104.919998,104.220001,104.820000,94.322395,1910700
2017-12-29,104.580002,105.080002,104.419998,104.440002,93.980453,2813300
2018-01-02,105.110001,105.620003,104.500000,105.570000,94.997292,4236200
2018-01-03,105.879997,108.510002,105.599998,108.430000,97.570854,6918900
2018-01-04,108.480003,109.209999,108.050003,108.290001,97.444893,5460400
2018-01-05,108.699997,109.230003,108.290001,109.120003,98.191765,5254900
2018-01-08,108.550003,110.370003,108.410004,109.639999,98.659691,4549400
2018-01-09,109.620003,110.980003,109.080002,110.389999,99.334557,4747800
2018-01-10,109.849998,109.989998,108.209999,109.699997,98.713676,5737400
2018-01-11,110.050003,110.760002,109.430000,110.669998,99.586533,3903700
2018-01-12,110.739998,113.000000,110.580002,112.720001,101.431229,4577800
2018-01-16,113.550003,113.910004,111.940002,112.919998,101.611183,9251500
2018-01-17,113.949997,119.430000,113.510002,119.160004,107.226280,6916700
2018-01-18,119.000000,119.980003,116.000000,116.410004,104.751678,7970300
2018-01-19,117.010002,117.559998,115.709999,116.830002,105.129631,6367300
2018-01-22,117.919998,119.480003,117.459999,119.440002,107.478226,7217400
2018-01-23,120.019997,120.750000,118.900002,119.889999,107.883171,8087100
2018-01-24,111.139999,114.000000,108.680000,109.699997,98.713676,19223900
2018-01-25,110.860001,111.709999,109.080002,110.150002,99.118607,8564800
2018-01-26,110.930000,114.000000,109.540001,113.690002,102.304092,7801600
2018-01-29,112.470001,113.400002,111.250000,112.650002,101.368240,6389300
2018-01-30,111.199997,111.470001,109.300003,109.889999,99.431885,6492900
2018-01-31,110.980003,110.989998,108.300003,109.669998,99.232826,7362500
2018-02-01,108.750000,110.750000,108.570000,110.080002,99.603806,5828200
2018-02-02,109.019997,110.230003,107.519997,107.660004,97.414124,7474400
2018-02-05,107.019997,109.120003,103.379997,104.209999,94.292450,8460400
2018-02-06,102.620003,106.660004,102.250000,105.870003,95.794487,9266900
2018-02-07,104.599998,105.680000,101.910004,101.980003,92.274696,10009100
2018-02-08,102.029999,102.610001,97.599998,97.660004,88.365814,11506600
2018-02-09,99.519997,101.300003,96.989998,100.489998,90.926460,11599300
2018-02-12,101.550003,102.550003,100.430000,101.940002,92.238503,6673700
2018-02-13,101.110001,101.730003,100.120003,100.980003,91.369858,5061400
2018-02-14,99.849998,102.959999,99.849998,102.680000,92.908051,7413500
2018-02-15,103.820000,104.580002,101.540001,104.570000,94.618179,5264800
2018-02-16,104.279999,105.540001,103.879997,104.470001,94.527718,4910400
2018-02-20,103.989998,106.860001,103.910004,105.290001,95.269676,4970500
2018-02-21,105.769997,106.180000,103.589996,103.660004,93.794792,6536500
2018-02-22,104.000000,105.080002,103.410004,103.930000,94.039108,4036500
2018-02-23,105.010002,107.059998,104.739998,107.040001,96.853111,4936900
2018-02-26,107.279999,109.739998,107.279999,109.629997,99.196632,5496100
2018-02-27,109.379997,110.290001,108.339996,108.339996,98.029404,5311900
2018-02-28,109.040001,110.220001,108.320000,108.349998,98.038445,7333000
2018-03-01,108.930000,108.930000,105.720001,106.529999,96.391670,8626600
2018-03-02,104.790001,108.480003,104.660004,108.220001,97.920830,6476300
2018-03-05,107.480003,109.330002,106.519997,109.010002,98.635651,4417200
2018-03-06,109.970001,110.180000,108.940002,109.690002,99.250931,4109600
2018-03-07,108.040001,109.459999,107.129997,108.559998,98.228470,4637600
2018-03-08,109.180000,109.489998,108.269997,109.489998,99.069962,3573500
2018-03-09,110.000000,111.610001,109.330002,111.529999,100.915817,5535900
2018-03-12,112.040001,113.000000,111.459999,111.629997,101.006294,4270800
2018-03-13,112.040001,113.000000,110.089996,110.589996,100.065277,5845500
2018-03-14,111.209999,111.699997,109.169998,109.970001,99.504288,3240600
2018-03-15,109.940002,110.910004,109.269997,109.709999,99.269035,3983300
2018-03-16,110.120003,110.739998,109.510002,109.970001,99.504288,8049700
2018-03-19,109.370003,109.379997,105.949997,107.860001,97.595085,6715200
2018-03-20,108.269997,110.000000,108.269997,109.459999,99.042801,3781900
2018-03-21,109.129997,110.290001,108.059998,108.639999,98.300850,3703800
2018-03-22,106.510002,107.760002,103.800003,103.900002,94.011963,7208400
2018-03-23,104.029999,104.940002,101.339996,101.360001,91.713669,6748900
2018-03-26,104.110001,106.720001,103.029999,106.599998,96.455009,6760400
2018-03-27,108.000000,108.099998,101.820000,102.559998,92.799469,5308400
2018-03-28,102.269997,103.760002,101.410004,101.910004,92.211349,5352200
2018-03-29,102.820000,105.040001,102.239998,103.889999,94.002914,4311100
2018-04-02,102.860001,103.519997,99.730003,100.650002,91.071251,5865400
2018-04-03,101.919998,102.739998,100.589996,102.180000,92.455643,6898700
2018-04-04,99.980003,104.570000,99.809998,104.209999,94.292450,4515000
2018-04-05,103.830002,104.010002,100.870003,102.239998,92.509949,5477400
2018-04-06,100.970001,102.339996,99.019997,99.459999,89.994492,5095700
2018-04-09,100.040001,102.889999,99.599998,99.809998,90.311195,5840900
2018-04-10,101.669998,103.070000,100.629997,102.360001,92.618515,6011500
2018-04-11,101.410004,103.089996,101.029999,102.339996,92.600418,3830000
2018-04-12,103.050003,104.500000,102.930000,104.239998,94.319588,4578300
2018-04-13,104.949997,105.000000,101.900002,102.160004,92.437538,3518900
2018-04-16,103.070000,104.190002,102.620003,103.500000,93.650024,2831500
2018-04-17,104.089996,105.699997,103.690002,105.389999,95.360146,4001100
2018-04-18,105.070000,105.900002,104.080002,105.349998,95.323959,3554700
2018-04-19,103.739998,103.839996,99.910004,101.290001,91.650352,8624900
2018-04-20,100.959999,101.629997,98.870003,99.959999,90.446915,7858000
2018-04-23,100.589996,100.589996,98.019997,98.089996,88.754898,5934200
2018-04-24,99.760002,101.220001,97.389999,98.419998,89.053474,8420300
2018-04-25,101.459999,104.250000,99.760002,103.000000,93.197617,12696000
2018-04-26,104.019997,104.320000,102.199997,102.720001,92.944260,6672900
2018-04-27,103.169998,103.389999,100.870003,102.510002,92.754250,5114700
2018-04-30,102.930000,104.230003,101.330002,101.430000,91.777016,5592700
2018-05-01,101.099998,103.470001,100.699997,103.400002,93.559540,4234700
2018-05-02,103.279999,104.220001,101.870003,102.959999,93.161415,5345000
2018-05-03,101.699997,104.300003,100.349998,103.599998,93.740494,4788900
2018-05-04,102.500000,104.750000,101.860001,104.690002,95.297081,6168000
2018-05-07,104.989998,105.169998,103.970001,104.510002,95.133240,4113800
2018-05-08,104.550003,108.000000,104.059998,105.459999,95.998001,5496500
2018-05-09,106.000000,107.669998,105.709999,107.540001,97.891380,5131600
2018-05-10,108.150002,110.040001,107.809998,109.970001,100.103355,4376500
2018-05-11,109.620003,110.739998,109.000000,109.250000,99.447952,3583500
2018-05-14,109.730003,111.000000,109.699997,110.639999,100.713242,4120400
2018-05-15,109.989998,110.860001,108.349998,109.209999,99.411545,4336700
2018-05-16,109.750000,111.570000,109.040001,111.400002,101.405045,3898200
2018-05-17,110.709999,111.660004,110.029999,110.330002,100.431053,3792800
2018-05-18,109.919998,111.070000,109.279999,110.540001,100.622215,4239600
2018-05-21,111.709999,112.279999,109.879997,110.410004,100.503891,5199500
2018-05-22,111.050003,111.830002,110.690002,110.860001,100.913490,2999600
2018-05-23,109.489998,111.080002,108.900002,111.070000,101.104668,3123500
2018-05-24,110.989998,111.199997,109.580002,110.750000,100.813370,2855500
2018-05-25,110.639999,111.760002,110.550003,111.559998,101.550697,4100200
2018-05-29,110.639999,111.760002,110.010002,110.940002,100.986328,3492800
2018-05-30,111.339996,112.360001,111.040001,111.849998,101.814682,3621800
2018-05-31,112.000000,112.879997,111.500000,111.910004,101.869293,6582100
2018-06-01,112.550003,114.800003,112.320000,114.800003,104.500008,4728400
2018-06-04,114.739998,116.379997,114.309998,115.739998,105.355659,3905700
2018-06-05,116.690002,117.930000,115.830002,117.660004,107.103401,5366600
2018-06-06,117.570000,118.120003,116.910004,118.110001,107.513023,4015400
2018-06-07,118.349998,118.480003,116.139999,117.239998,106.721077,6985100
2018-06-08,116.290001,116.669998,115.349998,115.739998,105.355659,4948600
2018-06-11,115.000000,115.830002,114.480003,115.279999,104.936928,3741300
2018-06-12,115.489998,115.769997,114.580002,115.410004,105.055275,3269100
2018-06-13,115.500000,115.610001,113.790001,114.000000,103.771774,4948600
2018-06-14,114.860001,115.540001,113.970001,114.720001,104.427177,2941200
2018-06-15,114.870003,116.019997,113.870003,115.889999,105.492195,7027600
2018-06-18,114.599998,114.930000,113.029999,114.389999,104.126785,3170600
2018-06-19,112.750000,113.910004,112.199997,113.660004,103.462296,3486500
2018-06-20,114.410004,115.110001,113.570000,114.239998,103.990242,3454800
2018-06-21,114.379997,114.500000,111.610001,112.110001,102.051353,3480100
2018-06-22,112.750000,113.220001,111.410004,112.379997,102.297119,3822600
2018-06-25,110.959999,111.000000,108.610001,110.190002,100.303635,5331200
2018-06-26,110.629997,112.010002,110.129997,111.510002,101.505188,4001900
2018-06-27,112.180000,112.500000,108.769997,108.779999,99.020119,4364600
2018-06-28,108.230003,109.599998,107.449997,109.099998,99.311401,4198800
2018-06-29,109.790001,111.550003,109.620003,110.250000,100.358238,5343300
2018-07-02,108.940002,110.330002,108.379997,110.239998,100.349129,3392500
2018-07-03,110.610001,111.290001,108.739998,108.910004,99.138481,2201500
2018-07-05,109.839996,111.650002,109.410004,111.510002,101.505188,4097700
2018-07-06,111.559998,112.930000,110.830002,112.709999,102.597511,3419700
2018-07-09,113.400002,113.500000,110.839996,112.089996,102.033157,3658000
2018-07-10,112.629997,114.050003,112.379997,113.730003,103.526001,4512800
2018-07-11,113.290001,113.790001,111.519997,111.760002,101.732750,5000200
2018-07-12,113.239998,116.690002,113.059998,115.839996,105.446693,5818700
2018-07-13,115.529999,115.980003,114.830002,115.139999,104.809494,2715800
2018-07-16,114.910004,115.489998,114.419998,114.559998,104.281525,3013700
2018-07-17,113.669998,115.860001,113.199997,115.800003,105.410278,3915100
2018-07-18,115.500000,116.949997,114.139999,115.680000,105.301048,5491900
2018-07-19,115.529999,115.660004,114.230003,114.589996,104.308853,5013900
2018-07-20,114.970001,115.730003,114.239998,115.000000,104.682053,4358000
2018-07-23,114.349998,114.830002,113.040001,114.669998,104.381660,3052800
2018-07-24,115.059998,116.459999,113.349998,113.800003,103.589737,4286700
2018-07-25,113.400002,114.389999,110.029999,113.220001,103.061760,8218400
